player,line,under_probability,under_moneyline,over_probability,over_moneyline,avg_pick
David Bailey,2.5,0.4496,+122,0.5504,-122,3.04
Arvell Reese,2.5,0.4432,+126,0.5568,-126,3.1468
Carnell Tate,6.5,0.6376,-176,0.36240000000000006,+176,6.492
Sonny Styles,5.5,0.4912,+104,0.5087999999999999,-104,7.140884530718431
Jeremiyah Love,5.5,0.5402,-117,0.4598,+117,8.400924437299036
Caleb Downs,7.5,0.5484,-121,0.4516,+121,9.046283309957925
Jordyn Tyson,8.5,0.4652,+115,0.5347999999999999,-115,9.176341072858287
Mansoor Delane,8.5,0.4466,+124,0.5534,-124,9.327061649319456
Francis Mauigoa,8.5,0.4802,+108,0.5198,-108,9.649639423076923
Rueben Bain,8.5,0.4776,+109,0.5224,-109,10.499195818254925
Makai Lemon,11.5,0.5608,-128,0.43920000000000003,+128,11.8758025682183
Spencer Fano,13.5,0.6026,-152,0.3974,+152,14.80078044773054
Olaivavega Ioane,14.5,0.6446,-181,0.35540000000000005,+181,14.994634750309533
Dillon Thieneman,17.5,0.3186,+214,0.6814,-214,16.7651207522975
Keldric Faulk,15.5,0.5022,-101,0.4978,+101,16.79775967413442
Monroe Freeling,16.5,0.4644,+115,0.5356000000000001,-115,17.0721434528774
Kenyon Sadiq,16.5,0.4978,+101,0.5022,-101,17.36812484011256
Omar Cooper Jr.,18.5,0.4978,+101,0.5022,-101,18.16942490690939
Akheem Mesidor,18.5,0.4352,+130,0.5648,-130,18.552486187845304
Kadyn Proctor,17.5,0.5854,-141,0.41459999999999997,+141,18.629543533389686
Kevin Concepcion,22.5,0.5488,-122,0.45120000000000005,+122,20.538934911242603
Denzel Boston,22.5,0.4486,+123,0.5514,-123,21.940613879003557
Blake Miller,23.5,0.572,-134,0.42800000000000005,+134,22.23441396508728
Emmanuel McNeil-Warren,25.5,0.5882,-143,0.41180000000000005,+143,22.663094256663918
Kayden McDonald,24.5,0.4076,+145,0.5924,-145,23.345573770491804
Ty Simpson,31.5,0.1278,+682,0.8722,-682,23.543247344461307
Caleb Lomu,24.5,0.6318,-172,0.36819999999999997,+172,24.072007003720728
Peter Woods,27.5,0.4976,+101,0.5024,-101,25.618767578624393
Max Iheanachor,27.5,0.6118,-158,0.3882,+158,25.765981735159816
T.J. Parker,27.5,0.5232,-110,0.4768,+110,26.867411790488713
Jermod McCoy,29.5,0.4204,+138,0.5796,-138,27.739961759082217
Emmanuel Pregnon,31.5,0.0226,+4325,0.9774,-4325,28.951724137931034
Caleb Banks,31.5,0.0098,+10104,0.9902,-10104,29.16
Cashius Howell,31.5,0.5356,-115,0.46440000000000003,+115,29.314312736443885
Chase Bisontis,31.5,0.0412,+2327,0.9588,-2327,29.355871886120998
Colton Hood,31.5,0.3964,+152,0.6036,-152,29.643923964697894
Chris Johnson,31.5,0.4062,+146,0.5938,-146,29.970715835140997
C.J. Allen,31.5,0.0242,+4032,0.9758,-4032,30.044776119402986
Malachi Lawrence,31.5,0.3648,+174,0.6352,-174,30.04690048939641
Jacob Rodriguez,31.5,0.0108,+9159,0.9892,-9159,30.152542372881356
Brandon Cisse,31.5,0.0082,+12095,0.9918,-12095,30.20689655172414
Jadarian Price,31.5,0.0052,+19131,0.9948,-19131,30.254545454545454
Avieon Terrell,31.5,0.1974,+407,0.8026,-407,30.433124644280024
Zion Young,31.5,0.1818,+450,0.8182,-450,30.54419410745234
Christen Miller,31.5,0.003,+33233,0.997,-33233,30.875
R Mason Thomas,31.5,0.0114,+8672,0.9886,-8672,31.0
